Date,Day,Week locator, Up to 1 hr , 1 to 2 hrs , 2 to 3 hrs , 3 to 4 hrs , 4 to 5 hrs , 5 to 6 hrs , 6 to <24 hours , 24 hours + , Subscribers ,Total Exc Sub,Comments
07/04/2021,Wed,1_2021/22, 25 , 25 , 8 , 3 , 3 , 3 , 32 , -   , 6 ,93,
08/04/2021,Thu,1_2021/22, 41 , 24 , 11 , 4 , 3 , 4 , 25 , -   , 8 ,104,
09/04/2021,Fri,1_2021/22, 34 , 22 , 15 , 6 , 5 , 3 , 20 , -   , 5 ,100,
10/04/2021,Sat,1_2021/22, 56 , 26 , 10 , 3 , 3 , 2 , 5 , -   , 2 ,103,
11/04/2021,Sun,1_2021/22, 24 , 27 , 13 , 1 , -   , -   , 1 , 1 , 2 ,65,
12/04/2021,Mon,2_2021/22, 147 , 300 , 176 , 91 , 42 , 14 , 36 , -   , 6 ,800,
13/04/2021,Tue,2_2021/22, 100 , 249 , 145 , 68 , 17 , 11 , 33 , -   , 9 ,614,
14/04/2021,Wed,2_2021/22, 114 , 227 , 167 , 75 , 25 , 5 , 28 , -   , 8 ,633,
15/04/2021,Thu,2_2021/22, 164 , 257 , 139 , 58 , 23 , 9 , 26 , 8 , 8 ,676,
16/04/2021,Fri,2_2021/22, 171 , 317 , 172 , 69 , 42 , 15 , 22 , -   , 5 ,803,
17/04/2021,Sat,2_2021/22, 268 , 458 , 374 , 192 , 93 , 33 , 31 , 1 , 1 ,1449,
18/04/2021,Sun,2_2021/22, 171 , 314 , 234 , 110 , 58 , 11 , 11 , 3 , 3 ,909,
19/04/2021,Mon,3_2021/22, 160 , 230 , 122 , 52 , 25 , 8 , 36 , -   , 3 ,630,
20/04/2021,Tue,3_2021/22, 139 , 219 , 94 , 42 , 21 , 9 , 37 , -   , 3 ,558,
21/04/2021,Wed,3_2021/22, 183 , 301 , 132 , 51 , 20 , 10 , 29 , 2 , 5 ,723,
22/04/2021,Thu,3_2021/22, 266 , 291 , 128 , 60 , 21 , 12 , 28 , -   , 4 ,802,
23/04/2021,Fri,3_2021/22, 252 , 341 , 152 , 71 , 28 , 9 , 20 , -   , 5 ,868,
24/04/2021,Sat,3_2021/22, 324 , 527 , 375 , 198 , 95 , 37 , 21 , 1 , -   ,1578,
25/04/2021,Sun,3_2021/22, 222 , 349 , 248 , 139 , 44 , 20 , 6 , 1 , 1 ,1028,
26/04/2021,Mon,4_2021/22, 211 , 255 , 136 , 64 , 17 , 11 , 30 , 4 , 5 ,723,
27/04/2021,Tue,4_2021/22, 163 , 231 , 147 , 44 , 18 , 13 , 27 , -   , 5 ,638,
28/04/2021,Wed,4_2021/22, 197 , 278 , 116 , 53 , 17 , 10 , 27 , -   , 7 ,691,
29/04/2021,Thu,4_2021/22, 271 , 337 , 142 , 56 , 12 , 5 , 30 , -   , 3 ,850,
30/04/2021,Fri,4_2021/22, 206 , 366 , 200 , 70 , 43 , 7 , 31 , 2 , 3 ,922,
01/05/2021,Sat,4_2021/22, 276 , 584 , 414 , 217 , 85 , 40 , 9 , 1 , 2 ,1624,
02/05/2021,Sun,4_2021/22, 222 , 381 , 285 , 149 , 63 , 16 , 7 , 1 , 1 ,1123,
03/05/2021,Mon,5_2021/22, 259 , 543 , 312 , 119 , 35 , 19 , 2 , -   , 2 ,1287,
04/05/2021,Tue,5_2021/22, 254 , 312 , 105 , 34 , 9 , 3 , 5 , -   , 2 ,720,
05/05/2021,Wed,5_2021/22, 218 , 242 , 96 , 34 , 10 , 3 , 21 , -   , 3 ,621,
06/05/2021,Thu,5_2021/22, 216 , 246 , 121 , 44 , 17 , 5 , 24 , 3 , 2 ,674,
07/05/2021,Fri,5_2021/22, 175 , 282 , 139 , 58 , 22 , 5 , 20 , -   , 3 ,698,
08/05/2021,Sat,5_2021/22, 349 , 613 , 286 , 114 , 36 , 10 , 3 , -   , 3 ,1408,
09/05/2021,Sun,5_2021/22, 203 , 283 , 178 , 102 , 34 , 10 , 7 , -   , -   ,817,
10/05/2021,Mon,6_2021/22, 199 , 232 , 110 , 49 , 17 , 8 , 23 , -   , 2 ,636,
11/05/2021,Tue,6_2021/22, 190 , 318 , 89 , 30 , 19 , 8 , 32 , -   , 5 ,681,
12/05/2021,Wed,6_2021/22, 187 , 241 , 98 , 37 , 22 , 4 , 29 , -   , 2 ,616,
13/05/2021,Thu,6_2021/22, 176 , 312 , 94 , 33 , 9 , 3 , 28 , -   , 5 ,650,
14/05/2021,Fri,6_2021/22, 187 , 248 , 118 , 45 , 15 , 7 , 27 , -   , 5 ,642,
15/05/2021,Sat,6_2021/22, 315 , 623 , 336 , 102 , 42 , 6 , 6 , 2 , 1 ,1431,
16/05/2021,Sun,6_2021/22, 178 , 308 , 167 , 87 , 38 , 6 , 7 , 2 , 1 ,792,
17/05/2021,Mon,7_2021/22, 457 , 431 , 196 , 83 , 22 , 10 , 40 , -   , 6 ,1233,
18/05/2021,Tue,7_2021/22, 307 , 249 , 138 , 42 , 27 , 12 , 40 , -   , 3 ,812,
19/05/2021,Wed,7_2021/22, 312 , 237 , 138 , 40 , 18 , 9 , 45 , -   , 3 ,796,
20/05/2021,Thu,7_2021/22, 259 , 259 , 125 , 56 , 24 , 9 , 36 , -   , 4 ,764,
21/05/2021,Fri,7_2021/22, 337 , 312 , 157 , 70 , 26 , 8 , 35 , 3 , 3 ,945,
22/05/2021,Sat,7_2021/22, 298 , 505 , 394 , 190 , 87 , 20 , 25 , -   , 1 ,1518,
23/05/2021,Sun,7_2021/22, 287 , 353 , 276 , 122 , 43 , 12 , 13 , 1 , 4 ,1103,
24/05/2021,Mon,8_2021/22, 224 , 255 , 137 , 52 , 22 , 9 , 26 , 3 , 5 ,723,
25/05/2021,Tue,8_2021/22, 227 , 272 , 135 , 44 , 14 , 2 , 38 , 1 , 2 ,731,
26/05/2021,Wed,8_2021/22, 201 , 264 , 134 , 63 , 23 , 14 , 39 , -   , 3 ,735,
27/05/2021,Thu,8_2021/22, 209 , 257 , 172 , 51 , 17 , 17 , 20 , -   , 1 ,742,
28/05/2021,Fri,8_2021/22, 280 , 299 , 210 , 104 , 40 , 17 , 21 , -   , 2 ,969,
29/05/2021,Sat,8_2021/22, 290 , 415 , 371 , 226 , 101 , 42 , 29 , 2 , 1 ,1475,
30/05/2021,Sun,8_2021/22, 206 , 329 , 316 , 193 , 90 , 31 , 35 , -   , 1 ,1199,
31/05/2021,Mon,9_2021/22, 206 , 296 , 331 , 191 , 100 , 39 , 38 , 2 , 1 ,1202,
01/06/2021,Tue,9_2021/22, 286 , 290 , 258 , 124 , 60 , 16 , 37 , 3 , 4 ,1070,
02/06/2021,Wed,9_2021/22, 240 , 291 , 209 , 110 , 56 , 17 , 41 , 2 , 2 ,964,
03/06/2021,Thu,9_2021/22, 151 , 220 , 181 , 105 , 47 , 29 , 19 , -   , 1 ,751,
04/06/2021,Fri,9_2021/22, 304 , 402 , 307 , 126 , 30 , 17 , 22 , -   , 2 ,1206,
05/06/2021,Sat,9_2021/22, 263 , 436 , 371 , 188 , 83 , 35 , 34 , -   , 1 ,1409,
06/06/2021,Sun,9_2021/22, 193 , 287 , 272 , 109 , 50 , 12 , 17 , 3 , 1 ,942,
07/06/2021,Mon,10_2021/22, 203 , 248 , 130 , 51 , 27 , 7 , 29 , 12 , 6 ,701,
08/06/2021,Tue,10_2021/22, 205 , 241 , 126 , 50 , 18 , 11 , 32 , -   , 1 ,682,
09/06/2021,Wed,10_2021/22, 243 , 266 , 124 , 58 , 25 , 7 , 37 , -   , 1 ,759,
10/06/2021,Thu,10_2021/22, 219 , 234 , 151 , 50 , 28 , 14 , 28 , -   , 1 ,723,
11/06/2021,Fri,10_2021/22, 232 , 278 , 171 , 74 , 25 , 14 , 26 , 14 , 2 ,832,
12/06/2021,Sat,10_2021/22, 261 , 436 , 349 , 192 , 77 , 39 , 34 , 4 , 2 ,1390,
13/06/2021,Sun,10_2021/22, 194 , 262 , 193 , 79 , 26 , 20 , 19 , 1 , 1 ,793,
14/06/2021,Mon,11_2021/22, 173 , 211 , 126 , 56 , 19 , 5 , 47 , 1 , 1 ,637,
15/06/2021,Tue,11_2021/22, 179 , 239 , 134 , 48 , 16 , 14 , 50 , -   , 2 ,678,
16/06/2021,Wed,11_2021/22, 172 , 210 , 110 , 43 , 19 , 9 , 37 , -   , 4 ,596,
17/06/2021,Thu,11_2021/22, 208 , 266 , 145 , 59 , 16 , 5 , 13 , 2 , 3 ,711,
18/06/2021,Fri,11_2021/22, 278 , 353 , 189 , 68 , 21 , 12 , 30 , -   , 3 ,948,
19/06/2021,Sat,11_2021/22, 301 , 490 , 406 , 183 , 77 , 25 , 21 , -   , 2 ,1501,
20/06/2021,Sun,11_2021/22, 202 , 256 , 217 , 97 , 34 , 5 , 4 , -   , 3 ,812,
21/06/2021,Mon,12_2021/22, 198 , 225 , 148 , 55 , 24 , 11 , 19 , 1 , 5 ,676,
22/06/2021,Tue,12_2021/22, 165 , 197 , 105 , 42 , 16 , 5 , 10 , -   , 4 ,536,
23/06/2021,Wed,12_2021/22, 167 , 267 , 138 , 69 , 27 , 8 , 14 , -   , 2 ,688,
24/06/2021,Thu,12_2021/22, 194 , 279 , 117 , 74 , 27 , 7 , 11 , -   , 5 ,704,
25/06/2021,Fri,12_2021/22, 285 , 291 , 177 , 110 , 24 , 5 , 18 , 1 , 5 ,906,
26/06/2021,Sat,12_2021/22, 358 , 489 , 403 , 204 , 96 , 36 , 35 , 2 , 3 ,1620,
27/06/2021,Sun,12_2021/22, 272 , 362 , 268 , 138 , 31 , 17 , 12 , 4 , 4 ,1100,
28/06/2021,Mon,13_2021/22, 245 , 270 , 157 , 71 , 20 , 7 , 9 , -   , 3 ,776,
29/06/2021,Tue,13_2021/22, 223 , 190 , 128 , 65 , 20 , 5 , 15 , -   , 3 ,643,
30/06/2021,Wed,13_2021/22, 242 , 247 , 174 , 73 , 26 , 6 , 13 , -   , 1 ,780,
01/07/2021,Thu,13_2021/22, 278 , 245 , 144 , 91 , 30 , 12 , 10 , -   , 3 ,807,
02/07/2021,Fri,13_2021/22, 246 , 278 , 192 , 71 , 31 , 6 , 10 , 2 , 4 ,832,
03/07/2021,Sat,13_2021/22, 326 , 457 , 360 , 193 , 68 , 24 , 20 , -   , 1 ,1447,
04/07/2021,Sun,13_2021/22, 267 , 334 , 290 , 110 , 39 , 13 , 9 , -   , 1 ,1061,
05/07/2021,Mon,14_2021/22, 134 , 198 , 112 , 56 , 23 , 7 , 14 , 1 , 6 ,539,
06/07/2021,Tue,14_2021/22, 170 , 213 , 125 , 59 , 14 , 6 , 14 , 1 , 3 ,599,
07/07/2021,Wed,14_2021/22, 202 , 235 , 127 , 66 , 23 , 6 , 8 , -   , 4 ,663,
08/07/2021,Thu,14_2021/22, 157 , 154 , 119 , 71 , 23 , 11 , 8 , -   , 3 ,540,
09/07/2021,Fri,14_2021/22, 185 , 246 , 159 , 89 , 26 , 14 , 3 , -   , 1 ,721,
10/07/2021,Sat,14_2021/22, 222 , 404 , 369 , 206 , 76 , 26 , 24 , -   , 3 ,1324,
11/07/2021,Sun,14_2021/22, 161 , 208 , 211 , 95 , 39 , 14 , 2 , 2 , 3 ,729,
12/07/2021,Mon,15_2021/22, 194 , 199 , 137 , 68 , 20 , 8 , 9 , -   , 3 ,632,
13/07/2021,Tue,15_2021/22, 190 , 209 , 123 , 65 , 19 , 10 , 6 , -   , 1 ,621,
14/07/2021,Wed,15_2021/22, 210 , 202 , 144 , 58 , 22 , 9 , 9 , 1 , 3 ,652,
15/07/2021,Thu,15_2021/22, 167 , 187 , 113 , 53 , 23 , 7 , 12 , -   , 4 ,558,
16/07/2021,Fri,15_2021/22, 188 , 246 , 162 , 74 , 32 , 15 , 8 , 1 , 3 ,723,
17/07/2021,Sat,15_2021/22, 249 , 347 , 269 , 148 , 68 , 31 , 27 , -   , 1 ,1138,
18/07/2021,Sun,15_2021/22, 148 , 212 , 206 , 80 , 31 , 16 , 11 , 1 , 1 ,704,
19/07/2021,Mon,16_2021/22, 172 , 184 , 137 , 63 , 14 , 15 , 11 , 1 , 1 ,596,
20/07/2021,Tue,16_2021/22, 188 , 254 , 139 , 56 , 15 , 13 , 12 , -   , 4 ,673,
21/07/2021,Wed,16_2021/22, 223 , 259 , 143 , 66 , 30 , 11 , 13 , 1 , 6 ,740,
22/07/2021,Thu,16_2021/22, 192 , 244 , 153 , 84 , 21 , 14 , 12 , -   , 3 ,717,
23/07/2021,Fri,16_2021/22, 217 , 251 , 227 , 118 , 39 , 13 , 9 , -   , 3 ,871,
24/07/2021,Sat,16_2021/22, 235 , 468 , 385 , 235 , 80 , 35 , 32 , 1 , 2 ,1469,
25/07/2021,Sun,16_2021/22, 194 , 294 , 307 , 149 , 56 , 21 , 14 , 2 , 2 ,1035,
26/07/2021,Mon,17_2021/22, 169 , 226 , 182 , 90 , 38 , 17 , 15 , -   , 3 ,734,
27/07/2021,Tue,17_2021/22, 198 , 263 , 191 , 82 , 38 , 8 , 7 , -   , 5 ,782,
28/07/2021,Wed,17_2021/22, 208 , 264 , 187 , 90 , 36 , 13 , 9 , -   , 3 ,804,
29/07/2021,Thu,17_2021/22, 191 , 259 , 158 , 90 , 36 , 12 , 9 , 1 , 3 ,753,
30/07/2021,Fri,17_2021/22, 255 , 358 , 289 , 139 , 46 , 14 , 8 , -   , 5 ,1104,
31/07/2021,Sat,17_2021/22, 255 , 415 , 444 , 262 , 115 , 41 , 28 , -   , 2 ,1558,
01/08/2021,Sun,17_2021/22, 215 , 338 , 351 , 175 , 59 , 19 , 23 , 2 , 1 ,1181,
02/08/2021,Mon,18_2021/22, 151 , 213 , 215 , 106 , 41 , 13 , 14 , -   , 5 ,748,
03/08/2021,Tue,18_2021/22, 184 , 252 , 210 , 96 , 45 , 9 , 11 , -   , 6 ,801,
04/08/2021,Wed,18_2021/22, 186 , 239 , 205 , 93 , 28 , 13 , 17 , -   , 4 ,777,0
05/08/2021,Thu,18_2021/22, 177 , 261 , 186 , 91 , 31 , 11 , 12 , -   , 7 ,762,0
06/08/2021,Fri,18_2021/22, 203 , 270 , 220 , 106 , 36 , 11 , 8 , -   , 6 ,848,0
07/08/2021,Sat,18_2021/22, 247 , 445 , 371 , 199 , 83 , 26 , 24 , -   , 1 ,1394,0
08/08/2021,Sun,18_2021/22, 159 , 284 , 323 , 148 , 54 , 16 , 18 , 4 , 3 ,1003,0
09/08/2021,Mon,19_2021/22, 311 , 426 , 266 , 148 , 47 , 25 , 9 , -   , 7 ,1225,0
10/08/2021,Tue,19_2021/22, 234 , 426 , 262 , 133 , 49 , 13 , 36 , -   , 1 ,1152,0
11/08/2021,Wed,19_2021/22, 290 , 442 , 281 , 153 , 47 , 20 , 22 , -   , 3 ,1252,0
12/08/2021,Thu,19_2021/22, 288 , 400 , 274 , 133 , 52 , 19 , 16 , -   , 4 ,1178,0
13/08/2021,Fri,19_2021/22, 324 , 408 , 309 , 181 , 52 , 19 , 19 , -   , 4 ,1308,0
14/08/2021,Sat,19_2021/22, 342 , 539 , 457 , 272 , 101 , 50 , 53 , 2 , 1 ,1815,0
15/08/2021,Sun,19_2021/22, 250 , 390 , 347 , 169 , 67 , 24 , 24 , 2 , 3 ,1270,0
16/08/2021,Mon,20_2021/22, 279 , 406 , 292 , 118 , 41 , 17 , 18 , 1 , 4 ,1168,0
17/08/2021,Tue,20_2021/22, 214 , 353 , 267 , 118 , 50 , 18 , 19 , -   , 3 ,1036,0
18/08/2021,Wed,20_2021/22, 182 , 231 , 245 , 101 , 43 , 10 , 12 , -   , 3 ,821,0
19/08/2021,Thu,20_2021/22, 178 , 240 , 211 , 94 , 41 , 13 , 14 , -   , 3 ,788,0
20/08/2021,Fri,20_2021/22, 186 , 278 , 202 , 98 , 45 , 20 , 18 , -   , 2 ,845,0
21/08/2021,Sat,20_2021/22, 258 , 434 , 393 , 187 , 63 , 15 , 21 , 2 , 1 ,1372,0
22/08/2021,Sun,20_2021/22, 201 , 309 , 280 , 117 , 35 , 15 , 14 , 1 , 4 ,968,0
23/08/2021,Mon,21_2021/22, 164 , 234 , 204 , 81 , 43 , 12 , 11 , -   , 3 ,746,0
24/08/2021,Tue,21_2021/22, 155 , 227 , 142 , 80 , 39 , 14 , 15 , -   , 2 ,670,0
25/08/2021,Wed,21_2021/22, 219 , 278 , 212 , 83 , 38 , 12 , 5 , -   , 3 ,844,0
26/08/2021,Thu,21_2021/22, 195 , 298 , 240 , 85 , 34 , 11 , 9 , -   , 3 ,869,0
27/08/2021,Fri,21_2021/22, 200 , 319 , 241 , 109 , 43 , 18 , 13 , -   , 3 ,940,0
28/08/2021,Sat,21_2021/22, 246 , 540 , 439 , 236 , 104 , 37 , 32 , -   , 2 ,1632,0
29/08/2021,Sun,21_2021/22, 149 , 295 , 292 , 154 , 56 , 24 , 24 , 1 , 1 ,994,0
30/08/2021,Mon,22_2021/22, 199 , 394 , 381 , 151 , 80 , 39 , 21 , -   , 5 ,1260,0
31/08/2021,Tue,22_2021/22, 205 , 327 , 253 , 109 , 35 , 12 , 7 , -   , 3 ,945,0
01/09/2021,Wed,22_2021/22, 222 , 281 , 210 , 97 , 38 , 11 , 16 , -   , 7 ,868,0
02/09/2021,Thu,22_2021/22, 216 , 256 , 173 , 77 , 36 , 14 , 9 , -   , 2 ,779,0
03/09/2021,Fri,22_2021/22, 212 , 285 , 232 , 110 , 56 , 7 , 12 , -   , 6 ,908,0
04/09/2021,Sat,22_2021/22, 247 , 450 , 381 , 194 , 91 , 31 , 24 , -   , 2 ,1416,0
05/09/2021,Sun,22_2021/22, 164 , 277 , 288 , 154 , 51 , 21 , 16 , 1 , 3 ,969,0
06/09/2021,Mon,23_2021/22, 156 , 209 , 129 , 70 , 29 , 11 , 9 , -   , 5 ,608,0
07/09/2021,Tue,23_2021/22, 148 , 159 , 146 , 61 , 21 , 3 , 10 , -   , 4 ,544,0
08/09/2021,Wed,23_2021/22, 176 , 230 , 120 , 69 , 18 , 14 , 9 , -   , 3 ,633,0
09/09/2021,Thu,23_2021/22, 155 , 188 , 118 , 71 , 28 , 9 , 11 , 1 , 6 ,575,0
10/09/2021,Fri,23_2021/22, 201 , 248 , 171 , 80 , 29 , 6 , 4 , -   , 5 ,734,0
11/09/2021,Sat,23_2021/22, 260 , 426 , 326 , 164 , 61 , 34 , 18 , -   , 3 ,1286,0
12/09/2021,Sun,23_2021/22, 179 , 262 , 235 , 116 , 34 , 19 , 13 , 4 , 3 ,859,0
13/09/2021,Mon,24_2021/22, 125 , 190 , 122 , 60 , 21 , 6 , 6 , -   , 7 ,523,0
14/09/2021,Tue,24_2021/22, 205 , 268 , 100 , 61 , 26 , 7 , 13 , 1 , 7 ,674,0
15/09/2021,Wed,24_2021/22, 154 , 192 , 132 , 66 , 16 , 10 , 12 , -   , 7 ,575,0
16/09/2021,Thu,24_2021/22, 152 , 179 , 118 , 62 , 16 , 10 , 14 , -   , 6 ,545,0
17/09/2021,Fri,24_2021/22, 173 , 234 , 181 , 78 , 30 , 12 , 2 , -   , 4 ,706,0
18/09/2021,Sat,24_2021/22, 224 , 398 , 351 , 181 , 82 , 36 , 22 , 1 , 5 ,1290,0
19/09/2021,Sun,24_2021/22, 148 , 261 , 239 , 112 , 33 , 14 , 15 , 2 , 3 ,821,0
20/09/2021,Mon,25_2021/22, 148 , 176 , 130 , 48 , 23 , 9 , 6 , -   , 3 ,537,0
21/09/2021,Tue,25_2021/22, 145 , 187 , 89 , 59 , 23 , 8 , 21 , -   , 4 ,528,0
22/09/2021,Wed,25_2021/22, 157 , 174 , 127 , 55 , 15 , 8 , 12 , -   , 5 ,543,0
23/09/2021,Thu,25_2021/22, 137 , 174 , 124 , 61 , 25 , 14 , 10 , -   , 2 ,543,0
24/09/2021,Fri,25_2021/22, 185 , 236 , 136 , 60 , 27 , 13 , 10 , -   , 3 ,664,0
25/09/2021,Sat,25_2021/22, 260 , 419 , 364 , 192 , 89 , 39 , 31 , -   , 3 ,1391,0
26/09/2021,Sun,25_2021/22, 186 , 230 , 182 , 105 , 36 , 13 , 11 , 2 , 5 ,760,0
27/09/2021,Mon,26_2021/22, 151 , 191 , 112 , 43 , 14 , 10 , 9 , -   , 4 ,526,0
28/09/2021,Tue,26_2021/22, 156 , 178 , 82 , 50 , 14 , 5 , 12 , -   , 4 ,493,0
29/09/2021,Wed,26_2021/22, 152 , 211 , 98 , 47 , 21 , 8 , 18 , -   , 4 ,551,0
30/09/2021,Thu,26_2021/22, 180 , 213 , 96 , 192 , 57 , 8 , 16 , -   , 3 ,759,0
01/10/2021,Fri,26_2021/22, 222 , 242 , 138 , 203 , 78 , 24 , 18 , 1 , 4 ,922,0
02/10/2021,Sat,26_2021/22, 323 , 597 , 378 , 348 , 137 , 47 , 25 , -   , 4 ,1851,0
03/10/2021,Sun,26_2021/22, 162 , 321 , 227 , 278 , 77 , 23 , 24 , 1 , 4 ,1109,0
04/10/2021,Mon,27_2021/22, 159 , 193 , 93 , 170 , 58 , 14 , 17 , -   , 5 ,699,0
05/10/2021,Tue,27_2021/22, 169 , 204 , 105 , 149 , 52 , 19 , 15 , -   , 3 ,710,0
06/10/2021,Wed,27_2021/22, 156 , 229 , 113 , 135 , 57 , 19 , 11 , -   , 5 ,715,0
07/10/2021,Thu,27_2021/22, 167 , 199 , 115 , 183 , 47 , 19 , 16 , -   , 4 ,742,0
08/10/2021,Fri,27_2021/22, 101 , 245 , 150 , 162 , 62 , 17 , 13 , 1 , 7 ,744,0
09/10/2021,Sat,27_2021/22, 241 , 452 , 349 , 309 , 140 , 35 , 18 , -   , 4 ,1540,0
10/10/2021,Sun,27_2021/22, 216 , 330 , 245 , 261 , 94 , 26 , 15 , -   , 5 ,1182,0
11/10/2021,Mon,28_2021/22, 153 , 231 , 108 , 136 , 49 , 11 , 21 , -   , 6 ,703,0
12/10/2021,Tue,28_2021/22, 155 , 208 , 93 , 136 , 44 , 7 , 13 , -   , 8 ,648,0
13/10/2021,Wed,28_2021/22, 166 , 213 , 99 , 137 , 28 , 15 , 14 , 1 , 6 ,667,0
14/10/2021,Thu,28_2021/22, 162 , 232 , 109 , 164 , 42 , 17 , 13 , -   , 4 ,735,0
15/10/2021,Fri,28_2021/22, 199 , 254 , 230 , 128 , 37 , 11 , 12 , -   , 7 ,864,0
16/10/2021,Sat,28_2021/22, 264 , 524 , 491 , 305 , 120 , 49 , 32 , -   , 1 ,1784,0
17/10/2021,Sun,28_2021/22, 209 , 397 , 418 , 309 , 207 , 99 , 66 , 1 , 2 ,1704,0
18/10/2021,Mon,29_2021/22, 214 , 256 , 153 , 113 , 47 , 12 , 19 , -   , 2 ,812,0
19/10/2021,Tue,29_2021/22, 201 , 240 , 153 , 104 , 34 , 11 , 13 , 1 , 3 ,754,0
20/10/2021,Wed,29_2021/22, 236 , 250 , 173 , 94 , 35 , 12 , 20 , -   , 2 ,818,0
21/10/2021,Thu,29_2021/22, 176 , 241 , 137 , 115 , 43 , 14 , 17 , 1 , -   ,744,0
22/10/2021,Fri,29_2021/22, 224 , 296 , 218 , 177 , 63 , 11 , 19 , -   , -   ,1008,0
23/10/2021,Sat,29_2021/22, 227 , 511 , 464 , 304 , 113 , 40 , 23 , -   , -   ,1682,0
24/10/2021,Sun,29_2021/22, 220 , 277 , 300 , 212 , 49 , 21 , 27 , 3 , -   ,1109,0
25/10/2021,Mon,30_2021/22, -   , -   , -   , -   , -   , -   , -   , -   , -   ,0,0
26/10/2021,Tue,30_2021/22, 197 , 296 , 239 , 175 , 73 , 19 , 16 , -   , 2 ,1013,0
27/10/2021,Wed,30_2021/22, 232 , 298 , 226 , 191 , 64 , 27 , 20 , -   , 3 ,1055,0
28/10/2021,Thu,30_2021/22, 193 , 297 , 238 , 172 , 54 , 21 , 20 , 1 , 3 ,993,0
29/10/2021,Fri,30_2021/22, 257 , 385 , 304 , 202 , 88 , 23 , 20 , -   , 1 ,1278,0
30/10/2021,Sat,30_2021/22, 359 , 600 , 460 , 271 , 99 , 37 , 29 , -   , 1 ,1854,0
31/10/2021,Sun,30_2021/22, 260 , 333 , 290 , 144 , 46 , 13 , 14 , -   , 2 ,1098,0
01/11/2021,Mon,31_2021/22, 208 , 257 , 159 , 121 , 39 , 10 , 10 , -   , 5 ,799,0
02/11/2021,Tue,31_2021/22, 235 , 238 , 135 , 87 , 24 , 3 , 7 , -   , 4 ,725,0
03/11/2021,Wed,31_2021/22, 270 , 294 , 138 , 102 , 38 , 15 , 13 , -   , 3 ,867,0
04/11/2021,Thu,31_2021/22, 246 , 235 , 151 , 94 , 30 , 19 , 16 , -   , 3 ,788,0
05/11/2021,Fri,31_2021/22, 244 , 255 , 165 , 97 , 32 , 11 , 8 , -   , 4 ,808,0
06/11/2021,Sat,31_2021/22, 322 , 584 , 442 , 349 , 133 , 57 , 29 , -   , 3 ,1913,0
07/11/2021,Sun,31_2021/22, 280 , 417 , 292 , 225 , 67 , 20 , 18 , 1 , 2 ,1318,0
08/11/2021,Mon,32_2021/22, 212 , 248 , 114 , 111 , 38 , 7 , 14 , -   , 6 ,738,0
09/11/2021,Tue,32_2021/22, 226 , 266 , 111 , 100 , 30 , 7 , 9 , 1 , 5 ,745,0
10/11/2021,Wed,32_2021/22, 296 , 248 , 129 , 93 , 30 , 14 , 17 , -   , 7 ,820,0
11/11/2021,Thu,32_2021/22, 202 , 222 , 129 , 128 , 32 , 10 , 14 , -   , 5 ,732,0
12/11/2021,Fri,32_2021/22, 245 , 316 , 158 , 124 , 57 , 10 , 18 , -   , 1 ,927,0
13/11/2021,Sat,32_2021/22, 276 , 523 , 402 , 237 , 102 , 40 , 29 , -   , 1 ,1608,0
14/11/2021,Sun,32_2021/22, 217 , 318 , 234 , 177 , 66 , 18 , 17 , 1 , 2 ,1046,0
15/11/2021,Mon,33_2021/22, 196 , 243 , 120 , 82 , 30 , 11 , 18 , -   , 5 ,695,0
16/11/2021,Tue,33_2021/22, 225 , 208 , 108 , 97 , 29 , 10 , 14 , -   , 5 ,686,0
17/11/2021,Wed,33_2021/22, 231 , 255 , 131 , 13 , 27 , 6 , 10 , -   , 5 ,668,0
18/11/2021,Thu,33_2021/22, 214 , 214 , 138 , 98 , 31 , 11 , 8 , -   , 7 ,707,0
19/11/2021,Fri,33_2021/22, 235 , 258 , 189 , 113 , 42 , 21 , 8 , -   , 8 ,858,0
20/11/2021,Sat,33_2021/22, 277 , 491 , 351 , 272 , 114 , 40 , 20 , -   , 5 ,1560,0
21/11/2021,Sun,33_2021/22, 236 , 336 , 314 , 199 , 79 , 14 , 10 , 2 , 5 ,1185,0
22/11/2021,Mon,34_2021/22, 183 , 245 , 155 , 75 , 32 , 11 , 13 , -   , 6 ,708,0
23/11/2021,Tue,34_2021/22, 248 , 255 , 130 , 87 , 22 , 8 , 9 , -   , 11 ,748,0
24/11/2021,Wed,34_2021/22, 274 , 267 , 141 , 101 , 34 , 10 , 11 , -   , 6 ,832,0
25/11/2021,Thu,34_2021/22, 221 , 282 , 177 , 101 , 38 , 14 , 19 , -   , 5 ,847,0
26/11/2021,Fri,34_2021/22, 293 , 424 , 273 , 210 , 86 , 28 , 18 , -   , 3 ,1329,0
27/11/2021,Sat,34_2021/22, 331 , 665 , 504 , 351 , 142 , 60 , 31 , -   , 3 ,2081,0
28/11/2021,Sun,34_2021/22, 291 , 425 , 336 , 215 , 79 , 21 , 16 , 4 , 5 ,1382,0
29/11/2021,Mon,35_2021/22, 329 , 486 , 213 , 151 , 48 , 25 , 14 , -   , 5 ,1261,0
30/11/2021,Tue,35_2021/22, 326 , 351 , 167 , 107 , 39 , 12 , 15 , -   , 8 ,1009,0
01/12/2021,Wed,35_2021/22, 372 , 339 , 180 , 113 , 31 , 10 , 18 , -   , 10 ,1053,0
